date,max_temperature_c,min_temperature_c,avg_temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,pm25_air_pollution,uv_index,heat_index,elderly_population_pct,population_density,poverty_index,heatwave,consecutive_heat_days,mortality_count,mortality_risk_level
2021-10-03,30.79,19.28,24.0,80.48,14.82,1.9,10.22,5.86,38.84,13.15,885.21,0.27,0,0,16,Moderate
2021-10-04,30.28,22.33,24.01,74.88,14.06,1.28,20.83,8.53,37.77,17.39,5061.07,0.23,0,0,21,High
2021-10-05,31.12,18.39,24.02,62.66,14.04,5.95,15.33,8.64,37.38,11.16,5315.43,0.26,0,0,15,Moderate
2021-10-06,27.95,20.73,24.02,68.58,14.33,5.78,28.3,4.68,34.81,11.36,5489.47,0.28,0,0,22,High
2021-10-07,31.67,20.18,24.03,85.98,10.87,0.07,16.1,9.52,40.27,16.05,3289.1,0.26,0,0,20,High
2021-10-08,29.44,18.06,24.05,77.34,10.1,2.82,28.46,5.78,37.18,15.85,6544.59,0.56,0,0,17,Moderate
2021-10-09,33.21,21.99,24.06,70.09,12.62,1.38,23.51,11.12,40.22,18.76,4502.18,0.18,0,0,20,High
2021-10-10,27.7,22.17,24.08,67.62,12.2,1.61,21.17,7.9,34.46,18.61,1290.99,0.37,0,0,17,Moderate
2021-10-11,32.57,20.97,24.09,70.77,9.07,5.35,28.11,5.51,39.64,17.39,6478.24,0.54,0,0,26,High
2021-10-12,29.51,18.55,24.11,64.88,11.21,1.11,22.85,5.72,36.0,14.29,7648.01,0.3,0,0,16,Moderate
2021-10-13,27.83,22.41,24.13,48.95,9.89,8.6,16.29,8.7,32.73,20.47,950.27,0.15,0,0,16,Moderate
2021-10-14,28.19,24.4,24.16,90.42,7.44,0.59,47.41,7.22,37.23,16.72,3435.14,0.16,0,0,22,High
2021-10-15,28.54,20.86,24.18,71.55,13.87,3.26,21.1,7.81,35.69,21.86,4156.37,0.19,0,0,20,High
2021-10-16,30.05,19.38,24.21,73.98,10.17,3.35,7.26,11.23,37.45,19.47,1598.53,0.69,0,0,17,Moderate
2021-10-17,30.28,18.43,24.23,69.42,16.15,0.87,18.26,6.6,37.22,8.62,7007.82,0.56,0,0,15,Moderate
2021-10-18,28.12,20.96,24.26,62.65,5.12,1.18,14.86,8.12,34.38,12.49,2631.12,0.15,0,0,15,Moderate
2021-10-19,29.24,20.91,24.29,68.14,8.33,5.4,31.61,10.84,36.06,16.01,6372.56,0.37,0,0,19,High
2021-10-20,33.61,18.6,24.33,54.01,10.1,4.3,27.57,8.54,39.01,18.1,5532.46,0.3,0,0,19,High
2021-10-21,32.82,23.17,24.36,92.77,13.41,1.2,28.19,4.79,42.09,15.7,4985.34,0.5,0,0,21,High
2021-10-22,30.27,20.98,24.4,57.65,11.2,2.29,22.04,9.01,36.04,19.01,1941.07,0.47,0,0,21,High
2021-10-23,29.51,20.15,24.43,59.68,10.93,0.19,22.77,5.67,35.48,11.96,2155.28,0.44,0,0,16,Moderate
2021-10-24,29.71,19.8,24.47,65.6,6.62,0.7,22.03,10.81,36.27,10.57,855.11,0.32,0,0,15,Moderate
2021-10-25,30.74,21.28,24.52,82.88,6.53,2.0,24.35,6.35,39.03,8.75,2305.34,0.2,0,0,18,Moderate
2021-10-26,27.51,20.51,24.56,70.15,10.97,0.27,31.68,13.94,34.53,16.03,3090.83,0.62,0,0,19,High
2021-10-27,29.09,24.33,24.6,57.64,5.91,5.56,27.69,10.93,34.85,17.64,6748.59,0.72,0,0,15,Moderate
2021-10-28,26.31,21.64,24.65,82.54,8.4,3.8,29.0,6.41,34.57,12.57,3247.95,0.76,0,0,22,High
2021-10-29,30.49,20.02,24.7,77.31,11.5,8.63,29.0,8.04,38.23,16.59,6159.66,0.14,0,0,22,High
2021-10-30,31.04,22.22,24.74,75.38,7.05,3.55,32.08,9.51,38.58,8.73,3795.82,0.62,0,0,23,High
2021-10-31,28.83,20.71,24.8,77.16,14.82,8.46,27.31,9.57,36.54,9.39,6386.51,0.61,0,0,19,High
2021-11-01,33.0,20.18,24.85,93.94,13.67,2.43,27.87,8.88,42.39,17.82,7822.04,0.76,0,0,19,High
2021-11-02,27.45,21.41,24.9,91.85,5.29,2.75,34.51,10.5,36.63,13.15,2298.81,0.28,0,0,23,High
2021-11-03,27.03,20.7,24.96,63.13,7.2,11.31,19.68,7.75,33.34,17.4,6967.56,0.62,0,0,15,Moderate
2021-11-04,30.46,22.46,25.01,86.24,3.14,3.08,18.15,7.27,39.09,19.64,5163.68,0.14,0,0,19,High
2021-11-05,32.17,21.38,25.07,73.83,7.65,0.09,15.51,7.31,39.55,19.94,6629.71,0.54,0,0,20,High
2021-11-06,33.5,20.22,25.13,74.99,12.3,3.86,26.46,9.72,41.0,10.41,5386.89,0.35,0,0,23,High
2021-11-07,29.27,20.96,25.19,53.08,8.76,7.08,10.17,8.73,34.58,14.81,3679.62,0.64,0,0,17,Moderate
2021-11-08,32.41,22.13,25.25,68.3,11.38,4.76,28.7,8.58,39.24,18.27,2210.56,0.7,0,0,23,High
2021-11-09,30.24,20.98,25.32,61.87,5.43,2.63,24.13,9.59,36.43,18.84,1025.26,0.36,0,0,18,Moderate
2021-11-10,30.04,20.31,25.38,78.28,12.39,3.34,34.08,3.9,37.87,18.99,4516.39,0.47,0,0,21,High
2021-11-11,32.22,24.53,25.45,80.71,8.33,13.87,19.62,8.62,40.29,11.19,7927.45,0.18,0,0,20,High
2021-11-12,31.82,19.78,25.52,49.26,10.04,0.29,23.37,8.44,36.75,10.7,6035.31,0.39,0,0,17,Moderate
2021-11-13,27.43,22.09,25.59,69.78,9.72,3.3,33.98,11.34,34.41,16.26,2955.09,0.35,0,0,21,High
2021-11-14,33.61,21.02,25.66,81.22,6.19,1.0,36.07,4.94,41.73,18.38,6704.04,0.23,0,0,25,High
2021-11-15,33.49,19.93,25.73,68.13,6.54,3.07,19.56,11.11,40.3,12.47,6267.38,0.73,0,0,20,High
2021-11-16,29.55,23.86,25.8,77.29,12.9,2.81,26.45,8.15,37.28,9.47,2612.27,0.2,0,0,14,Moderate
2021-11-17,31.67,22.94,25.88,73.51,11.2,0.5,27.36,8.98,39.02,18.03,607.31,0.55,0,0,21,High
2021-11-18,31.94,22.39,25.95,73.42,13.15,0.69,27.99,11.35,39.28,12.2,1386.22,0.72,0,0,20,High
2021-11-19,31.55,23.21,26.03,67.29,10.97,2.92,22.9,9.12,38.28,10.33,7079.8,0.74,0,0,19,High
2021-11-20,30.01,19.51,26.11,57.83,10.43,0.41,35.25,8.8,35.79,10.07,6774.22,0.66,0,0,17,Moderate
2021-11-21,29.84,23.47,26.19,58.78,4.82,0.92,9.88,8.48,35.72,12.41,2714.07,0.22,0,0,13,Moderate
2021-11-22,31.22,23.1,26.27,77.09,9.19,5.41,21.63,7.03,38.93,16.3,2638.97,0.67,0,0,21,High
2021-11-23,33.69,22.04,26.35,70.19,9.92,1.19,28.58,7.94,40.71,13.02,6446.49,0.29,0,0,20,High
2021-11-24,32.52,24.23,26.43,68.61,15.86,2.01,28.66,6.57,39.38,8.29,7533.03,0.75,0,0,20,High
2021-11-25,30.77,23.11,26.52,65.76,12.06,8.5,35.82,7.91,37.35,9.36,6343.53,0.6,0,0,18,Moderate
2021-11-26,33.14,22.12,26.6,66.95,14.61,0.77,34.59,3.33,39.84,12.07,5041.84,0.65,0,0,24,High
2021-11-27,25.99,23.18,26.69,80.47,11.79,1.48,22.72,8.86,34.04,17.24,2320.04,0.16,0,0,20,High
2021-11-28,34.07,22.91,26.77,66.65,7.87,2.8,35.4,7.76,40.73,9.38,4443.11,0.51,0,0,21,High
2021-11-29,28.38,23.65,26.86,56.59,10.35,4.22,19.29,7.33,34.04,15.85,2251.34,0.67,0,0,16,Moderate
2021-11-30,31.22,25.22,26.95,77.44,10.71,6.96,32.45,8.44,38.97,9.68,6560.09,0.7,0,0,22,High
2021-12-01,29.8,22.55,27.04,67.95,7.18,7.41,39.48,5.13,36.59,10.96,3402.21,0.12,0,0,21,High
2021-12-02,29.54,20.5,27.13,70.31,8.85,4.5,34.72,11.86,36.57,10.41,6752.73,0.76,0,0,20,High
2021-12-03,34.54,23.19,27.22,86.08,9.38,0.78,25.85,7.79,43.15,8.94,3362.07,0.13,0,0,23,High
2021-12-04,31.38,22.97,27.31,69.79,14.82,0.08,22.35,7.71,38.35,17.4,6681.12,0.53,0,0,22,High
2021-12-05,33.1,22.36,27.4,72.89,3.76,1.45,12.77,6.07,40.39,14.49,2999.88,0.59,0,0,16,Moderate
2021-12-06,32.4,25.4,27.5,58.21,13.62,0.46,27.48,8.05,38.22,19.63,3801.0,0.18,0,0,18,Moderate
2021-12-07,33.55,21.04,27.59,67.8,7.19,3.72,16.08,10.77,40.33,9.38,5116.16,0.13,0,0,17,Moderate
2021-12-08,32.84,23.38,27.69,76.1,5.88,3.25,18.65,10.07,40.45,10.03,1027.16,0.65,0,0,16,Moderate
2021-12-09,30.22,21.33,27.78,54.45,13.54,0.13,15.47,9.71,35.66,12.29,7611.55,0.37,0,0,16,Moderate
2021-12-10,34.87,24.98,27.88,72.01,12.2,5.43,21.32,9.09,42.07,18.72,4802.04,0.17,0,0,23,High
2021-12-11,31.99,21.25,27.97,71.01,13.76,0.86,24.78,7.28,39.09,12.28,4308.65,0.63,0,0,19,High
2021-12-12,29.96,22.91,28.07,70.41,12.4,1.7,27.19,5.1,37.0,13.72,6795.45,0.69,0,0,18,Moderate
2021-12-13,32.31,23.34,28.17,80.37,16.18,3.31,20.2,7.6,40.35,12.22,6993.22,0.51,0,0,22,High
2021-12-14,36.27,23.92,28.27,73.34,11.68,1.68,33.55,7.53,43.61,9.12,4416.95,0.21,1,1,24,High
2021-12-15,35.07,24.74,28.37,84.78,9.53,1.75,23.33,10.1,43.55,21.15,7454.47,0.11,1,2,26,High
2021-12-16,32.77,22.67,28.47,60.06,11.03,0.2,18.7,8.62,38.78,15.68,985.53,0.59,0,0,21,High
2021-12-17,32.87,24.36,28.57,71.36,13.73,1.54,26.81,11.22,40.01,19.03,1349.19,0.49,0,0,21,High
2021-12-18,33.03,27.62,28.67,70.84,7.66,4.34,40.71,10.39,40.11,17.22,4975.91,0.56,0,0,27,High
2021-12-19,37.92,26.45,28.77,59.31,8.04,7.4,27.68,7.09,43.85,15.2,3155.49,0.67,1,1,23,High
2021-12-20,34.63,25.15,28.87,79.56,9.07,1.6,22.1,4.41,42.59,9.26,3981.69,0.4,0,0,24,High
2021-12-21,34.83,24.51,28.97,93.25,3.69,1.65,12.78,10.77,44.16,17.0,2960.59,0.19,0,0,20,High
2021-12-22,36.13,25.16,29.07,69.83,10.41,3.64,23.24,10.72,43.12,10.18,3535.44,0.76,1,1,24,High
2021-12-23,34.65,23.35,29.18,75.05,4.34,8.58,26.88,5.27,42.16,13.8,6669.85,0.48,0,0,20,High
2021-12-24,33.76,28.21,29.28,70.85,10.16,0.93,21.9,11.02,40.85,16.81,4951.07,0.53,0,0,23,High
2021-12-25,33.99,25.17,29.38,62.86,12.6,1.74,11.68,8.76,40.28,18.95,7980.08,0.75,0,0,18,Moderate
2021-12-26,34.34,28.21,29.48,51.79,8.57,4.77,18.2,8.32,39.52,17.59,6401.59,0.75,0,0,20,High
2021-12-27,34.51,24.45,29.59,62.94,15.03,2.82,36.64,11.23,40.81,17.4,2552.5,0.5,0,0,21,High
2021-12-28,36.15,25.83,29.69,56.08,5.62,0.35,36.47,10.69,41.75,10.09,2482.59,0.31,1,1,25,High
2021-12-29,34.9,25.16,29.79,87.04,13.57,2.96,17.91,9.3,43.6,12.85,3019.24,0.8,0,0,20,High
2021-12-30,36.36,27.19,29.9,68.85,12.03,0.62,30.38,8.95,43.25,8.6,6824.45,0.58,1,1,27,High
2021-12-31,34.84,24.08,30.0,66.54,4.85,2.14,15.57,9.23,41.49,18.07,704.66,0.39,0,0,18,Moderate
2022-01-01,35.26,24.54,30.1,78.89,18.13,2.26,36.23,7.2,43.15,21.34,2226.36,0.49,1,1,23,High
2022-01-02,31.21,25.33,30.21,58.78,9.81,6.27,26.96,7.89,37.09,11.7,7286.89,0.39,0,0,20,High
2022-01-03,37.14,26.5,30.31,62.33,7.37,1.86,32.6,6.2,43.38,9.23,5299.22,0.72,1,1,22,High
2022-01-04,36.11,25.54,30.41,70.68,5.78,0.98,11.28,7.33,43.17,14.66,2201.35,0.44,1,2,22,High
2022-01-05,37.51,27.58,30.52,80.29,9.34,0.79,30.42,7.27,45.54,19.99,2143.59,0.68,1,3,27,High
2022-01-06,29.83,25.34,30.62,75.02,9.62,6.22,24.94,6.73,37.33,15.73,6969.64,0.69,0,0,17,Moderate
2022-01-07,39.9,24.25,30.72,72.48,10.31,0.56,31.82,8.27,47.15,8.65,7203.18,0.68,1,1,25,High
2022-01-08,35.54,25.22,30.82,70.78,9.11,1.66,32.32,7.35,42.62,21.64,2420.98,0.61,1,2,28,High
2022-01-09,38.14,28.02,30.93,74.0,11.9,0.62,25.53,9.0,45.54,19.6,3653.83,0.7,1,3,28,High
2022-01-10,33.95,26.49,31.03,72.02,8.84,4.45,20.19,4.76,41.15,9.84,6759.47,0.37,0,0,20,High
2022-01-11,37.35,29.07,31.13,59.7,4.2,1.93,31.24,7.77,43.32,20.91,6282.56,0.18,1,1,27,High
2022-01-12,34.12,26.37,31.23,70.46,9.55,1.3,24.52,8.26,41.17,14.31,6604.37,0.69,0,0,18,Moderate
2022-01-13,35.08,26.66,31.33,59.26,2.9,1.34,18.02,7.38,41.01,13.21,4387.99,0.45,1,1,20,High
2022-01-14,40.26,30.24,31.43,70.81,11.06,5.74,17.64,7.66,47.34,14.45,7336.62,0.19,1,2,26,High
2022-01-15,36.15,29.27,31.53,65.19,7.06,2.42,13.18,4.83,42.67,19.68,2944.64,0.18,1,3,23,High
2022-01-16,37.07,28.06,31.63,95.39,10.49,3.8,20.92,8.71,46.61,17.23,1675.04,0.21,1,4,27,High
2022-01-17,38.47,28.18,31.73,69.6,13.94,6.82,33.82,9.3,45.43,8.83,5815.49,0.63,1,5,24,High
2022-01-18,37.82,29.64,31.83,55.96,7.15,6.96,26.42,8.99,43.42,21.41,4545.16,0.6,1,6,22,High
2022-01-19,37.23,27.34,31.93,68.66,13.18,1.19,20.76,10.08,44.09,10.07,6909.39,0.24,1,7,27,High
2022-01-20,37.76,27.65,32.03,75.19,8.7,9.14,31.44,8.4,45.27,18.44,1108.69,0.69,1,8,29,High
2022-01-21,41.93,28.41,32.12,86.73,15.26,0.08,18.34,8.96,50.6,16.91,6827.69,0.3,1,9,32,High
2022-01-22,37.1,29.35,32.22,64.11,8.9,1.42,25.76,8.31,43.51,10.63,2699.71,0.66,1,10,26,High
2022-01-23,37.72,26.74,32.31,54.18,7.48,6.78,23.56,9.38,43.13,10.39,5411.42,0.44,1,11,25,High
2022-01-24,39.51,25.93,32.41,78.17,12.06,0.96,31.23,4.85,47.33,20.18,800.97,0.61,1,12,32,High
2022-01-25,39.71,29.23,32.5,56.19,8.69,0.96,12.38,6.21,45.33,13.88,5071.86,0.37,1,13,29,High
2022-01-26,39.97,29.51,32.6,65.64,7.48,1.08,18.2,11.17,46.53,17.16,5879.54,0.34,1,14,29,High
2022-01-27,38.97,27.95,32.69,67.42,8.57,2.84,11.89,3.08,45.71,15.06,3265.63,0.69,1,15,30,High
2022-01-28,35.5,29.32,32.78,69.3,9.87,1.73,22.92,7.72,42.43,18.18,2115.58,0.12,1,16,27,High
2022-01-29,41.14,29.08,32.87,76.89,14.03,3.89,34.69,10.34,48.83,14.71,4532.23,0.78,1,17,34,High
2022-01-30,35.67,27.85,32.96,63.16,4.2,6.76,20.96,7.81,41.99,12.02,6748.93,0.55,1,18,28,High
2022-01-31,38.66,31.92,33.05,67.26,10.07,3.36,20.91,7.19,45.38,13.09,2926.61,0.4,1,19,33,High
2022-02-01,36.63,27.16,33.14,69.86,11.87,0.69,31.97,8.26,43.62,20.03,2393.52,0.54,1,20,33,High
2022-02-02,38.1,29.12,33.23,71.5,10.58,8.09,33.55,7.29,45.25,14.55,2592.01,0.19,1,21,37,High
2022-02-03,38.97,29.93,33.31,70.98,13.93,0.92,24.29,8.06,46.07,10.99,7618.49,0.46,1,22,30,High
2022-02-04,39.04,29.53,33.4,74.36,9.78,0.49,30.48,6.63,46.48,21.08,3194.58,0.79,1,23,36,High
2022-02-05,39.33,29.54,33.48,78.44,9.45,0.28,16.38,10.22,47.17,19.15,527.03,0.26,1,24,35,High
2022-02-06,41.8,32.17,33.57,73.93,11.78,2.49,36.02,10.85,49.19,8.78,6362.61,0.61,1,25,38,High
2022-02-07,39.56,27.41,33.65,74.54,10.3,0.36,42.19,7.73,47.01,21.99,5744.56,0.4,1,26,37,High
2022-02-08,38.24,29.67,33.73,54.18,8.83,0.45,29.17,5.23,43.66,17.73,1464.26,0.56,1,27,38,High
2022-02-09,40.74,29.15,33.81,70.5,11.55,1.07,8.33,6.95,47.79,10.24,7886.78,0.24,1,28,34,High
2022-02-10,41.27,28.46,33.89,74.8,8.04,0.99,20.53,7.63,48.75,11.32,5060.47,0.43,1,29,34,High
2022-02-11,36.51,31.5,33.97,77.29,8.17,2.78,29.9,9.01,44.24,17.69,4255.85,0.79,1,30,37,High
2022-02-12,40.24,29.34,34.05,63.08,8.42,5.09,21.63,5.98,46.55,18.92,3366.64,0.24,1,31,36,High
2022-02-13,40.52,30.52,34.12,63.41,14.06,4.3,35.18,6.46,46.87,11.35,7240.05,0.55,1,32,44,High
2022-02-14,38.6,28.93,34.2,64.26,0.34,0.91,29.71,9.02,45.03,11.6,2329.73,0.5,1,33,39,High
2022-02-15,42.02,33.46,34.27,75.36,11.19,0.84,19.35,9.88,49.56,12.3,2643.27,0.5,1,34,39,High
2022-02-16,39.04,30.49,34.34,80.34,10.1,10.13,25.26,6.76,47.08,16.37,1418.08,0.53,1,35,39,High
2022-02-17,39.66,31.32,34.41,65.93,4.96,0.02,17.85,5.33,46.26,10.41,6193.39,0.45,1,36,39,High
2022-02-18,39.14,29.83,34.48,79.08,10.93,6.35,23.54,14.0,47.04,9.46,4966.62,0.11,1,37,41,High
2022-02-19,39.58,29.84,34.55,71.23,11.43,0.67,20.56,9.57,46.7,17.5,5068.0,0.73,1,38,34,High
2022-02-20,37.42,31.68,34.62,68.76,11.77,8.83,34.4,7.47,44.3,18.91,2138.53,0.68,1,39,42,High
2022-02-21,36.8,31.75,34.68,67.89,2.04,1.26,41.93,9.74,43.59,15.01,5383.76,0.22,1,40,41,High
2022-02-22,42.93,30.91,34.75,77.47,14.1,1.74,13.55,7.75,50.68,13.09,6240.94,0.39,1,41,39,High
2022-02-23,38.11,32.15,34.81,73.26,7.79,3.68,9.61,9.73,45.44,14.05,3184.16,0.64,1,42,41,High
2022-02-24,37.89,29.61,34.87,92.76,12.06,2.66,23.04,8.32,47.16,13.44,6510.1,0.79,1,43,47,High
2022-02-25,35.62,31.48,34.93,61.48,12.22,1.15,12.85,8.18,41.77,21.44,3115.93,0.77,1,44,40,High
2022-02-26,38.71,35.35,34.99,75.18,7.37,2.42,25.37,7.77,46.23,18.75,6186.04,0.73,1,45,45,High
2022-02-27,37.4,31.61,35.04,64.71,11.98,3.94,30.99,5.11,43.87,10.91,752.98,0.21,1,46,45,High
2022-02-28,43.38,32.66,35.1,61.31,8.84,0.13,36.95,11.88,49.51,13.38,4633.73,0.74,1,47,44,High
2022-03-01,42.17,33.6,35.15,69.89,3.79,0.03,26.61,6.12,49.16,15.62,7771.45,0.71,1,48,42,High
2022-03-02,38.83,33.06,35.2,71.37,13.5,1.84,23.45,5.28,45.97,16.58,7859.33,0.36,1,49,45,High
2022-03-03,44.76,31.09,35.26,99.18,7.67,0.42,9.17,7.57,54.68,14.55,2613.14,0.38,1,50,47,High
2022-03-04,42.27,29.31,35.3,68.16,7.44,3.28,25.21,6.08,49.08,19.34,3810.49,0.42,1,51,44,High
2022-03-05,39.7,30.88,35.35,58.7,8.79,0.72,25.57,7.9,45.57,18.75,972.33,0.56,1,52,45,High
2022-03-06,35.4,32.31,35.4,72.73,10.82,1.7,30.11,9.38,42.67,15.07,7050.06,0.28,1,53,46,High
2022-03-07,45.02,30.76,35.44,49.25,9.83,0.66,19.33,9.99,49.95,19.96,4764.29,0.12,1,54,47,High
2022-03-08,37.71,32.17,35.48,69.08,11.64,2.39,21.52,9.63,44.61,18.52,3388.26,0.2,1,55,44,High
2022-03-09,37.24,32.57,35.53,70.16,5.98,0.37,13.18,7.39,44.25,18.9,1345.78,0.41,1,56,45,High
2022-03-10,42.61,33.3,35.57,77.95,7.77,0.07,6.67,8.1,50.4,21.39,7600.75,0.3,1,57,48,High
2022-03-11,45.48,34.23,35.6,79.74,9.65,0.16,16.13,8.82,53.46,11.73,4476.64,0.64,1,58,46,High
2022-03-12,43.41,32.22,35.64,64.96,15.69,9.25,12.44,4.48,49.9,11.75,2621.96,0.17,1,59,47,High
2022-03-13,41.8,31.44,35.67,68.49,9.66,0.46,27.69,9.14,48.65,20.45,3126.61,0.74,1,60,48,High
2022-03-14,41.9,31.85,35.71,62.34,13.26,3.7,20.85,5.09,48.13,18.81,2530.23,0.73,1,61,51,High
2022-03-15,42.44,32.36,35.74,58.72,10.12,0.21,20.69,12.08,48.32,20.97,5013.57,0.74,1,62,47,High
2022-03-16,42.28,33.19,35.77,73.1,8.55,0.34,17.12,7.19,49.59,8.88,7474.73,0.62,1,63,51,High
2022-03-17,41.36,30.88,35.79,57.26,9.26,2.13,5.0,7.63,47.08,16.79,6925.2,0.17,1,64,47,High
2022-03-18,41.03,33.8,35.82,65.85,9.49,1.88,37.07,6.46,47.61,10.02,3952.86,0.41,1,65,51,High
2022-03-19,40.72,30.68,35.84,60.05,11.81,9.08,17.0,6.74,46.72,15.05,6698.75,0.19,1,66,50,High
2022-03-20,39.36,33.37,35.87,75.5,14.12,8.69,21.7,12.55,46.91,10.18,3673.29,0.79,1,67,49,High
2022-03-21,40.33,33.02,35.89,88.01,11.08,4.54,13.36,9.88,49.13,9.79,2392.3,0.33,1,68,52,High
2022-03-22,37.52,34.11,35.91,56.98,13.56,2.76,32.78,4.9,43.22,8.17,7875.61,0.51,1,69,49,High
2022-03-23,40.73,32.68,35.92,51.47,7.11,1.82,26.15,11.01,45.87,16.82,2779.16,0.65,1,70,51,High
2022-03-24,38.96,30.48,35.94,68.75,8.76,1.32,18.39,10.39,45.84,13.03,2927.93,0.74,1,71,52,High
2022-03-25,38.75,31.18,35.95,70.16,7.83,8.82,21.86,7.44,45.76,9.47,7922.7,0.63,1,72,50,High
2022-03-26,41.33,30.5,35.97,72.19,10.94,2.77,38.43,8.61,48.54,12.52,1504.46,0.57,1,73,54,High
2022-03-27,43.76,31.19,35.98,65.54,8.92,2.6,24.42,7.97,50.31,10.37,6204.0,0.43,1,74,56,High
2022-03-28,42.82,33.64,35.98,67.99,12.19,0.79,23.55,11.95,49.62,21.18,7518.6,0.52,1,75,57,High
2022-03-29,37.85,32.49,35.99,73.68,7.21,0.14,17.47,6.41,45.22,12.48,4338.46,0.17,1,76,54,High
2022-03-30,39.02,33.17,36.0,80.4,10.13,8.71,9.84,8.29,47.06,12.68,518.91,0.72,1,77,55,High
2022-03-31,42.88,30.0,36.0,50.45,12.06,1.13,23.72,7.14,47.93,19.76,3312.94,0.48,1,78,56,High
2022-04-01,39.03,33.8,36.0,66.31,3.8,1.75,27.6,5.13,45.67,17.07,1336.77,0.13,1,79,58,High
2022-04-02,40.55,30.66,36.0,72.14,16.36,0.37,33.8,12.38,47.76,17.94,3621.41,0.74,1,80,59,High
2022-04-03,42.1,30.66,36.0,60.82,9.15,5.44,7.01,5.64,48.18,16.9,6425.2,0.44,1,81,52,High
2022-04-04,39.06,29.25,35.99,87.31,3.92,0.08,16.0,8.44,47.79,21.25,3790.34,0.71,1,82,55,High
2022-04-05,41.2,32.6,35.99,63.65,10.47,5.39,20.35,4.52,47.56,10.9,3739.44,0.7,1,83,61,High
2022-04-06,38.31,30.91,35.98,69.59,10.1,0.45,24.97,7.2,45.27,21.85,4675.92,0.67,1,84,59,High
2022-04-07,39.77,28.55,35.97,75.56,9.75,6.53,23.84,8.84,47.32,19.63,4862.68,0.14,1,85,62,High
2022-04-08,41.6,32.89,35.96,64.09,12.97,3.93,24.03,6.35,48.01,16.25,6922.22,0.27,1,86,59,High
2022-04-09,37.76,34.25,35.95,51.53,12.24,0.54,28.26,9.17,42.91,17.27,2812.67,0.71,1,87,58,High
2022-04-10,41.81,34.75,35.93,65.71,10.89,2.5,17.77,7.46,48.38,17.08,6662.53,0.73,1,88,59,High
2022-04-11,40.88,30.85,35.92,80.29,11.35,1.12,32.47,10.32,48.91,8.82,4744.5,0.42,1,89,67,High
2022-04-12,42.0,34.72,35.9,66.63,9.69,0.59,28.47,10.72,48.67,11.05,2753.97,0.41,1,90,62,High
2022-04-13,41.33,32.44,35.88,61.54,15.33,5.88,22.44,6.83,47.48,21.46,2713.45,0.22,1,91,61,High
2022-04-14,43.58,31.2,35.86,79.26,5.56,1.55,37.81,8.15,51.51,15.48,3208.53,0.78,1,92,62,High
2022-04-15,41.08,31.55,35.83,66.69,10.42,1.53,37.45,8.37,47.75,13.3,5170.2,0.25,1,93,67,High
2022-04-16,39.95,31.17,35.81,64.9,10.2,0.56,32.46,9.24,46.44,18.67,2231.09,0.23,1,94,63,High
2022-04-17,41.03,31.45,35.78,71.49,12.44,1.45,5.0,8.03,48.17,15.34,7402.5,0.56,1,95,63,High
2022-04-18,41.84,29.83,35.75,77.71,7.47,6.16,37.63,8.38,49.61,8.18,4811.84,0.27,1,96,67,High
2022-04-19,40.82,33.15,35.72,93.82,4.77,1.35,31.36,7.51,50.2,18.31,7400.12,0.76,1,97,66,High
2022-04-20,40.77,32.71,35.69,78.27,10.47,9.08,41.05,8.23,48.6,18.25,848.03,0.11,1,98,69,High
2022-04-21,39.25,32.82,35.66,81.6,10.84,8.77,34.9,10.6,47.41,10.31,3069.59,0.1,1,99,64,High
2022-04-22,39.3,30.38,35.62,64.94,14.47,0.47,37.63,9.29,45.79,21.39,671.06,0.45,1,100,65,High
2022-04-23,37.78,30.23,35.58,59.74,6.19,0.59,32.03,9.4,43.75,11.13,2541.89,0.44,1,101,66,High
2022-04-24,44.04,30.87,35.55,70.62,13.46,5.96,35.79,9.45,51.11,14.41,6965.05,0.21,1,102,68,High
2022-04-25,38.02,29.73,35.51,71.07,17.1,1.5,40.95,7.69,45.12,9.61,774.57,0.45,1,103,67,High
2022-04-26,39.08,33.23,35.46,59.21,8.87,0.01,26.73,8.64,45.0,16.45,3771.1,0.39,1,104,66,High
2022-04-27,38.98,28.92,35.42,68.25,6.13,0.96,12.42,5.83,45.81,13.26,1381.75,0.72,1,105,66,High
2022-04-28,42.16,29.09,35.38,73.99,8.78,2.73,22.54,10.54,49.56,12.94,3626.3,0.11,1,106,65,High
2022-04-29,39.74,30.22,35.33,73.6,10.04,4.82,28.12,2.43,47.1,19.58,6791.39,0.78,1,107,68,High
2022-04-30,42.78,28.61,35.28,75.04,11.69,0.43,25.6,7.83,50.28,8.13,5173.03,0.54,1,108,68,High
2022-05-01,38.88,33.72,35.23,72.91,8.23,0.35,15.03,10.28,46.17,19.17,6025.67,0.21,1,109,66,High
2022-05-02,40.74,31.97,35.18,64.93,14.67,7.66,11.95,5.27,47.23,16.0,3118.28,0.13,1,110,68,High
2022-05-03,38.46,32.23,35.13,64.86,6.66,4.17,19.07,8.8,44.94,21.81,7582.98,0.48,1,111,71,High
2022-05-04,44.36,29.99,35.07,58.01,4.78,2.67,31.46,6.64,50.16,16.25,5819.47,0.26,1,112,74,High
2022-05-05,37.64,32.59,35.02,87.85,13.32,4.4,37.64,7.26,46.43,8.78,3663.49,0.31,1,113,70,High
